Client Account,Job Client,Job Number,Job Type,Job CRN,Job Tags,Job Status,Serial Number,Client Tag,Asset Tags,Requested By,Requested Date,Finished Date,Invoice Status,Job Number,CustomerPONumber,DatePosted,PaymentStatus,Comment,Model,LocationType,Location CRN,Location CRN2,Location Name,Street Address,Suburb,State,PostCode,Notes,Line Items,Line Items Per Unit Ex. Gst,Total Ex. Gst,GST,Total
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295181R,Repair,601088,,Futile,HA230715394,,,Asahi,21/05/2024 3:21:00 PM,10/06/2024 4:08:44 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DOOR,Outlet,,,Port Melbourne Football Club,541 Williamstown Road,Port Melbourne,VIC,3207,"Attended site and checked over Skope display and found the fridges ID was incorrect. Worked on the correct unit with light issues. 
Isolated the unit and removed the LED driver out of the unit and installed the new one in its place. Switched the cabinet back on and the lights still didn’t turn on. We will need to replace the LED lights inside the cabinet.","Call Out,Labour,LED POWER BOARD","90.0000,90.0000,0.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295186R,Repair,,,Completed Successfully,A211215451,,,Elo,21/05/2024 1:26:00 PM,14/06/2024 11:53:18 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,BBN 3 DR GLASS SWING,Outlet,,,"South Metropolitan TAFE, Mandurah Campus",2 Education Drive,Greenfields,WA,6210,"Arrived on site and located fridge with all door locks operational, and no fault found. 

found another 3 door underbench (A211215480) with the middle door lock faulty. Removed and replaced faulty hardware and tested operation, all ok.","Call Out,Labour,Travel Distance,LOCKING MECHANISM","90.0000,135.0000,28.5000,0.0000",253.5000,25.35,278.8500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295187R,Repair,,,Futile,A220411209,,,Eloisa,21/05/2024 1:26:00 PM,14/06/2024 11:55:10 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,BBN 2 DR SOLID SWING,Outlet,,,"South Metropolitan TAFE, Mandurah Campus",2 Education Drive,Greenfields,WA,6210,"Arrived on site and located all doors locked and locking mechanisms operating as should, no fault found","Labour,LOCKING MECHANISM","22.5000,0.0000",22.5000,2.25,24.7500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295223R,Repair,,,Completed Successfully,2310000857831,,,Admir,21/05/2024 4:46:00 PM,10/06/2024 1:02:05 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,A Full Dice Self-Contained Ice Cube Maker R290,Outlet,,,Gold Coast Convention and Exhibition Centre,2684-2690 Gold Coast Highway,Broadbeach,QLD,4218,"Travelled to site and installed ice machine. Ran water line and also drain to allocated area. Extended drain to reach tundish. Ran and tested. O.K.
Will reattend on Friday to disconnect.
Disconnected ice machine and made it ready to be removed from site.","Call Out,Labour,Materials,Parking,Labour,Travel Time","90.0000,180.0000,20.0000,15.0000,90.0000,45.0000",440.0000,44.00,484.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295231R,Repair,,,Completed Successfully,3005883092102047,,,Emma - Dealer,21/05/2024 5:16:00 PM,22/05/2024 11:04:11 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UPRIGHT FRIDGE,Outlet,,,Centacare Enoggera Social and Community Hub,320 South Pine Road,Enoggera,QLD,4051,"Lights not activating when doors opened. Checked all plug connections, ok. Switched lights on via controller touchpad, lights operating normally. Customer was happy to leave shelves as they were, any adjustment wouldn't allow milk to fit.","Call Out,Labour,Text and tag","67.0000,68.0000,3.0000",138.0000,13.80,151.8000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295466R,Repair,,,Futile,2103000222224,,,Johnny - 61412611936,22/05/2024 8:25:00 AM,28/05/2024 7:09:00 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ALFA Self Contained Ice Cube Maker,Outlet,,,Tim Davies Landscaping,3 Pitino Court,Osborne Park,WA,6017,"Arrived to site and located ice machine in back storage area turned off, opened lid to look at the ice bin and noticed the rod where the bin thermostat sits in has been pulled out and bent damaging the thermostat, the ice scooper has been connected with wire to the rod. Accessed unit, metered bin stat and found O/L, bypassed bin stat to test unit and all else is working. Reconnected bin stat, turned power off and left site.
*Skope to supply new bin thermostat.","Call Out,Labour","90.0000,67.5000",157.5000,15.75,173.2500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295634R,Repair,,,Completed Successfully,HA220110110,,,Andre @ site,22/05/2024 2:39:00 PM,23/05/2024 1:02:12 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ActiveCore TMF650N 1 Door Freezer,Outlet,,,"Airbus Helicopters, Building C",112 Pandanus Avenue,Brisbane Airport,QLD,4008,"See pic for status on arrival. Appeared evaporator probe was faulty, reading 25 degrees while surrounded with ice. Found evap fully frosted up. Clear all ice and replace evap temp probe. Test run, cycling normally. Initiate a manual defrost, also working. Test ok.","Call Out,Labour,Ntc probe,Test and tag","67.0000,170.0000,25.0000,3.0000",265.0000,26.50,291.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295710R,Repair,,,Completed Successfully,5064881120902030,,,CARLA,22/05/2024 4:43:00 PM,4/06/2024 1:31:52 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,3 DR SOLID UNDERBENCH FREEZER,Outlet,,,What's in the Pot? Osteria,133-137 Redcliffe Parade,Redcliffe,QLD,4020,"Travelled to site and found freezer running on alr9 alarm. 
Found unit running at -8 degrees and unit short of gas. 
New cyclone unit required.
Travelled to site and completed deck swap. Ran and tested cabinet and checked operation. O.K.","Call Out,Labour,Tolls,Labour,Travel Time,DECK,Consumables","90.0000,90.0000,10.0000,135.0000,45.0000,0.0000,10.0000",380.0000,38.00,418.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295711R,Repair,,,Completed Successfully,5012881020201049,,,Abbie,22/05/2024 4:45:00 PM,27/05/2024 10:12:31 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UPRIGHT COMBO,Outlet,,,Noah's Ark Play Centre,111 Hammond Avenue,"Wagga Wagga, ",NSW,2650,"Top unit is full of ice
Need to allow to defrost overnight before further testing
Evap iced up
Defrosted
Tested ok","Labour,Labour,Consumables","110.0000,110.0000,15.5000",235.5000,23.55,259.0500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295845R,Repair,,,Completed Successfully,A240422342,,,LUKE - SKOPE,23/05/2024 9:46:00 AM,12/06/2024 7:46:27 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,SKFT1000,Outlet,,,Tewantin Market Garden,93 Poinciana Avenue,Tewantin,QLD,4565,"Travel to site and gain access to system. Unpacked handle found to be silver and the one we need is black. 
Skope notified and are sending black handles.

Return to site and gain access to system.
Replace and level door handles using factory drilled holes.
All ok.","Call Out,Labour,DOOR HANDLE & CLIPS,DOOR HANDLE & CLIPS","80.0000,160.0000,0.0000,0.0000",240.0000,24.00,264.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1295876R,Repair,,,Completed Successfully,HA231118159,,,TIM GREEN,23/05/2024 10:08:00 AM,13/06/2024 2:37:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ActiveCore TME650N-A,Outlet,,,Woombye Primary School,95 Pine Grove Road,Woombye,QLD,4559,"Travel to site, gained access to unit. Changed damaged panel and removed rubbish from site. Parts supplied by Skope.","Call Out,Labour,TOP PANEL","80.0000,80.0000,0.0000",160.0000,16.00,176.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1296021R,Repair,,,Completed Successfully,A230416840,,,Danielle Moy,23/05/2024 12:46:27 PM,16/06/2024 2:40:31 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD1100,Outlet,,,Hastings Co-op IGA Port Macquarie,138 Gordon Street,Port Macquarie,NSW,2444,"Attend site, investigate fridge tripping. IR test plug. ok. Plug in unit and test, compressor not starting. Pull deck and gain access to compressor. Test power at plug, power ok. Pull cover from compressor to find burnt wires and overload pin burnt out and in not reusable. Hardware compressor to test - ok. Will return to site with new overload to suit compressor.

Check local suppliers, parts not available. Organize spare parts through SSA-
Reattend once parts arrive. Fir new compressor starting components and lead etc. Test run unit, watch temp reach setpoint with no issues.","Call Out,Labour,COMPRESSOR OVERLOAD,Electricals consumables","50.0000,275.0000,0.0000,10.0000",335.0000,33.50,368.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1296025R,Repair,,,Completed Successfully,HA220412691,,,Lauren,23/05/2024 12:55:00 PM,3/06/2024 1:47:13 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ActiveCore TMF650N 1 Door Freezer,Outlet,,,Yo-Chi,127 Chapel Street,Windsor,VIC,3181,"Attended site and checked over the Skope freezer. 
Checked over the app and noticed the unit was constantly running even though it was at its set point. Tried to put the unit through a manual defrost but the controller wouldn’t allow me too. 
checked over the evaporated coil and noticed it was completely iced up. 
Isolated the unit so the unit can manually defrost. 
we will need to replace the faulty controller on this unit","Call Out,Labour","90.0000,90.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1296025R,Repair,,,Completed Successfully,HA220412691,,,Lauren,23/05/2024 12:55:00 PM,3/06/2024 1:47:13 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ActiveCore TMF650N 1 Door Freezer,Outlet,,,Yo-Chi,127 Chapel Street,Windsor,VIC,3181,"Arrived at site and replaced controller and found probes out and changed probe and tested, 

Matterhorn materials 
2 probes, calbe ties, tape and electrical connections","Labour,CONTROLLER,Probes,Electrical wiring and fixings,Consumables","225.0000,0.0000,70.0000,15.0000,10.0000",320.0000,32.00,352.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1296128R,Repair,,,Completed Successfully,A230215772,,,Matt,23/05/2024 3:10:00 PM,14/06/2024 5:46:49 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR HORIZONTAL FREEZER REMOTE ss,Outlet,,,The Tradies,2 Badham Street,Dickson,ACT,2602,"23/05/2024
System short of refrigerant
Leak test and find the coil riddled with leaks
New coil required.
29/5/2024
Return to site
Replace customer supplied evaporator coil
Supply and install access valves and replace liquid line drier
Evacuate and charge system with refrigerant
Run and test all okay","Call Out,Labour,evap coil,Leak testing/sundries,Refco Schrader,Line Drier,Oxy and Solder,Oil Charge/Vac Pump,R134A","110.0000,660.0000,0.0000,53.7500,29.0000,55.6900,57.6500,47.3500,88.0000",1101.4400,110.16,1211.6000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1297119R,Repair,,,Completed Successfully,A231120590,,,Leroy - Site,25/05/2024 5:06:00 PM,17/06/2024 10:31:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,BBN 3 DR GLASS SWING,Outlet,,,Cargo, 52-60 The Promenade,sydney,NSW,2000,"Attended site to look at issue with 3 door underbench lights flashing and alarm 17 showing up. This is return air probe alarm, will need to replace return air probe to resolve issue, parts required.
Returned to site with new probe removed deck from unit and installed new probe tested fridge now reading correct temperature checked all parameters all set as they should be. Whilst working on unit noticed condenser to be blocked with building dust due to recent fitout works, cleared with nitro.","Labour,return air probe,nitrogen,sundries,Call Out,Labour","127.5000,0.0000,28.0000,10.0000,75.0000,85.0000",325.5000,32.55,358.0500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1297121R,Repair,,,Completed Successfully,A231120532,,,John,25/05/2024 5:13:00 PM,29/05/2024 10:15:00 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,SL.2,Outlet,,,Olive lane catering,134 Burke Road,Malvern East,VIC,3145,"(28/05/2024) - Technician Note
On arrival found front cover for controller loose
Checked controller nothing was wrong 
Removed screen cover and apply glue 
Fitted back to position.","Call Out,Labour","85.0000,190.0000",275.0000,27.50,302.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1297297R,Repair,,,Completed Successfully,SK4523070389,,,Richelle 0420995676,27/05/2024 8:42:00 AM,4/06/2024 10:32:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,RF6.UBR.1,Outlet,,,Chatswood RSL Club,446 Victoria Avenue,Chatswood,NSW,2067,"Attended site to look at 1 door underbench not holding temp, found unit to be completely iced up. Defrosted all ice then tested fridge found controller to be eratic, not calling for compressor power when needed then calling past set point, will need to replace controller.
Returned to site with new controller replaced old set all parameters and tracked fridge unit now working as it should and pulling temp.","Call Out,Labour,parking,Labour,CONTROLLER.","75.0000,170.0000,11.6000,85.0000,0.0000",341.6000,34.16,375.7600
SKOPE Industries,SKOPE INDUSTRIES,SIL-1297503R,Repair,,,Work Stopped,QA230910272,,,Digger,27/05/2024 12:35:00 PM,,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,RF8.PPZ.4,Outlet,,,Rosedale Hotel,29 Lyons Street,Rosedale,VIC,3847,"(28/05/2024) - Work Note
Skope fridge damaged in transit. Complete top piece required to be replaced or entire fridge as damaged part is the
complete top panel.
To send information to Skope. Emailed 30/5/24.","Call Out,Labour","39.1500,169.5000",208.6500,20.87,229.5200
SKOPE Industries,SKOPE INDUSTRIES,SIL-1297752R,Repair,,,Completed Successfully,HA231118782,,,Manager,28/05/2024 8:31:00 AM,7/06/2024 9:51:38 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,HB85,Outlet,,,7-Eleven - Narre Warren,Narre Warren - Cranbourne Road,Narre Warren,VIC,3805,"On arrival, HB85 Coffee Milk Fridge unplugged and sitting outside of cupboard as manager put his own fridge in place. Took HB85 out the back and plugged in. Noticed straight away Evaporator fan motor not running, getting strange voltages between terminals. Fan also feels a little stiff. Fan motor with wiring loom & plug needs to be replaced, perhaps sending a new Unit out may be the better option due to the issues this store has had with this unit. Parts to be ordered or unit to be replaced depending on what Skope want to do.
Picked up parts from work shop, attended site removed old evap fan and installed new one. Tested fridge and it came down to temp quickly. Fridge was cutting out too low so adjusted thermostat a bit. Fridge working well job completed.","Labour,EVAP FAN MOTOR,WIRING LOOM,PLUG,Call Out,Labour","190.0000,0.0000,0.0000,0.0000,85.0000,95.0000",370.0000,37.00,407.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1297963R,Repair,,,Completed Successfully,A220612347,,,KEVIN,28/05/2024 1:03:00 PM,24/06/2024 1:31:32 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ProSpec 2 Solid Door Upright Storage Freezer,Outlet,,,Grill’d Watergardens," 399 Melton Hwy, Taylors Lakes",Taylors Lakes,VIC,3037,"Arrived at grill’d water gardens. Correctly identified cubit and began investigating 
found upon arrival controller was reading -22° degrees, but when I opened the door up it felt like ambient air in the freezer cabinet
switched unit off and removed evaporator cover. Found evaporator coil heavily iced up. De-iced coil and found evaporator fan blade is has snapped and also the fan motor will need to be replaced. Can we also please be provided with the 4 screws that mount the evaporator fan bracket to the evaporator coil.
switched unit back on and found also the condenser fan motor bearings to be very noisy. The condenser fan motor and also fan blade will need to be replaced on this unit 
we will also require a new evaporator coil sensor for this unit 
new parts that we will need to fix this unit 
evaporator fan motor/blade + 4 mounting screws 
condenser fan motor + blade 
evaporator probe sensor","Call Out,Labour","90.0000,90.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1297963R,Repair,,,Completed Successfully,A220612347,,,KEVIN,28/05/2024 1:03:00 PM,24/06/2024 1:31:32 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ProSpec 2 Solid Door Upright Storage Freezer,Outlet,,,Grill’d Watergardens," 399 Melton Hwy, Taylors Lakes",Taylors Lakes,VIC,3037,"Chase Camilleri (16/06/2024) - Work Note
Arrived at site,
Removed two fan motors and installed 2 new fan motors and one new fan blade
Change probe supplied by Skope
Turned system on and found evap probe to be faulty
Unit began to frost up suspected refrigerant leak
Call Skope and informed them what is going on
They told me it would be easier and less time consuming to just replace the module
They have a module on stock at the PFM warehouse
This requires 2 techs for replacement
Replacement of module will need to be picked up at PFM
Customer has requested either Monday or Tuesday to be replaced as they have a new promotion running.

Chase Camilleri (19/06/2024) - Work Note
Attended site
Picked new module up from Dandenong
Removed faulty deck
Installed new deck.","Labour,EVAP FAN MOTOR,EVAP FAN BLADE,SCREWS,CONDENSOR FAN MOTOR,FAN BLADE,EVAP COIL SENSOR","450.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",450.0000,45.00,495.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1297966R,Repair,,,Completed Successfully,HA220311855,,,Enno,28/05/2024 11:11:00 AM,14/06/2024 3:48:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,HSC112,Outlet,,,Parliamentary Services Department,4 Harvest Terrace,West Perth,WA,6005,"Arrived onsite, found display fridge off, switched on and found temperature not coming down, attached a gauge and found system short of gas, added 30g R600a and temperature came down. Carried out a leak check and was picking up a small leak coming from evaporator coil. Need to replace evaporator coil Skope to supply.","Call Out,Labour,Bullet Piercing Valve,Refrigerant R600A","90.0000,90.0000,17.9800,14.9000",212.8800,21.29,234.1700
SKOPE Industries,SKOPE INDUSTRIES,SIL-1298175R,Repair,,,Completed Successfully,3005881111801056,,,Ryan - Site,29/05/2024 8:39:00 AM,5/06/2024 4:29:50 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UPRIGHT FRIDGE,Outlet,,,Bakers Delight Southgate,34 Port Hacking Road,Sylvania,NSW,2224,"Low refrigerant, deck to be swapped.
Swapped  deck, tested all ok","Call Out,Labour,Labour,DECK","70.0000,80.0000,80.0000,0.0000",230.0000,23.00,253.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1298402R,Repair,,,Completed Successfully,2211000612843,,,LUKE - SKOPE,29/05/2024 10:56:00 AM,5/06/2024 10:32:34 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ALFA Self Contained Ice Cube Maker,Outlet,,,State Basketball Centre,291 George Street,Wantirna South,VIC,3152,"Arrived at site to commission ice machine. Energised machine and observed it complete a cycle, machine did drop ice however I found a few issues:

Water is backing up into machine, I believe this is due to the length of the grey hose connection from machine to waste point not allowing water to flow naturally, I feel as though a shortening of hose would rectify this issue, height of drain point to waste point is as per specs 

There is no water filter on machine, skope to confirm if this is required.

Ventilation is an issue, we only have 2.5 cm clearance above machine (ambient was 31 25 minutes into cycle) specs are asking for 5. 

I pulled machine out of space and lifted it whilst water was backed up and saw an instant improvement in drainage, if machine could be raised further I feel as though drainage would improve even further although I understand this is probably not possible.
Other than issues mentioned above machine itself is operational and dropping ice as it should.","Call Out,Labour","90.0000,180.0000",270.0000,27.00,297.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1298416R,Repair,,,Completed Successfully,HA240311630,,,Nick,29/05/2024 9:07:00 AM,28/06/2024 12:19:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TMF1000 - ActiveCore Freezer,Outlet,,,Horrocks Beach Caravan Park,1 North Court,Horrocks,WA,6535,"Replaced front panel and tested system.
All running correctly.
Travelled Back from site.","Labour,Travel Distance,TOP FRONT PANEL","220.0000,285.0000,0.0000",505.0000,50.50,555.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1298424R,Repair,,,Completed Successfully,HA240110035,,,Sam Smith - Site,29/05/2024 10:44:00 AM,5/06/2024 9:00:49 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Atlanta Refrigeration - Sales & Repairs,18-24 Plymouth Road,Wingfield,SA,5013,Attended site and replaced LHS top door hinge that was damaged.,"Call Out,Labour,LHS TOP HINGE","80.0000,80.0000,0.0000",160.0000,16.00,176.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1298586R,Repair,,,Futile,2105000251686,,,Keeam @ site,29/05/2024 1:15:00 PM,27/06/2024 4:03:41 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ALFA Self Contained Ice Cube Maker,Outlet,,,Market Bar Richmond,228 Victoria Street,Richmond,VIC,3121,"Attended site and checked over the ice machine. Switch the unit on and notice the water flow was very slow. Isolated the system and removed the water inlet hose to check the water pressure.
there was no issue with the water pressure. Connected the hose back up to the ice machine and switch the unit on. Once the system was turned on again, I removed the front panel to check over the thermostat And I found a couple of cockroaches. Removed the cover of the pc board and found a whole heap of cockroaches over the board. Remove the cockroaches off of the pc board And the system begun to operate. However, after 30 minutes of the unit running The unit would not harvest. I believe the cockroaches have caused a short on the PC board which will require replacing","Call Out,Labour","90.0000,135.0000",225.0000,22.50,247.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1299218R,Repair,,,Completed Successfully,2304000732120,,,Stuart,30/05/2024 10:06:00 AM,8/06/2024 7:26:01 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,GALA,Outlet,,,Rosso Coffee Experience,117 Dryburgh Street,North Melbourne,VIC,3051,"5/6 found water build up in ice machine. Found drain pump hose to be at bottom of pump. Corrected hose and pump and blew out condenser with nitro. Watched unit drop ice. Correct operation restored. Tech attended 5/6
7/6 as we requested by Skope to reattend site. Tech arrived at site and listened to the customer for some time complain about his water bill due to water constantly running prior to us attending and fixing the issue. Finally looked at unit and found it working with a full bin. Checked pump and no issues found. 2nd call out charged.","Call Out,Labour,Nitrogen,Consumables,Labour","180.0000,135.0000,30.0000,10.0000,90.0000",445.0000,44.50,489.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1299322R,Repair,,,Completed Successfully,HA220615499,,,TEENA - SITE,30/05/2024 10:14:00 AM,31/05/2024 5:48:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Steeles Island, 20 River Street,Carlton,TAS,7173,"31/5/2024 Travel to site to inspect Skope 2 x door fridge
making a noise. Arrived on site and found the fridge turned
off. Turn power on, test and monitor operation – fridge
cycling on temperature. Customer advised the noise was 
coming from inside the fridge. Remove cover and check
evaporator fan and drain operation - all ok.","Call Out,Labour","95.0000,190.0000",285.0000,28.50,313.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1299461R,Repair,,,Completed Successfully,RCSKB1200N-10413,,,Teoni,30/05/2024 12:13:00 PM,6/06/2024 11:22:05 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,SKB1200,Outlet,,,Event Cinemas Campbelltown,200 Gilchrist Drive,Campbelltown,NSW,2560,"Removed and adjusted top and bottom bracket again, this caninet was damaged during delivery or install. pics of the other cabinet with damage in a similar location.
door are lined up","Call Out,Labour","70.0000,80.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1299491R,Repair,,,Completed Successfully,A220310928,,,Phil - Skope,30/05/2024 1:13:00 PM,21/06/2024 12:41:22 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,PG250,Outlet,,,Figlia,335 Lygon Street,Brunswick East,VIC,3057,"Brian Muyangwa (14/06/2024) - Work Note
Remove internal panels to gain access to leaking evaporator and removed from cabinet. Installed new evaporator coil.
Replaced filter dryer. Topped up refrigerant charge. Tested operation ok.","Call Out,Labour,Extra Labour,CLS1705EC,R404A refrigerant,Filter Dryer 1/2"" 164 Series,Sundries & Materials","110.0000,715.0000,390.0000,0.0000,101.0000,89.4000,20.7200",1426.1200,142.61,1568.7300
SKOPE Industries,SKOPE INDUSTRIES,SIL-1299495R,Repair,,,Completed Successfully,A180412219,,,Ibraham,30/05/2024 1:23:00 PM,3/06/2024 3:12:49 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD1100,Outlet,,,Prime Confectionery,45 Arlewis Street,Chester Hill,NSW,2162,"Found drain blocked, cleared drain, tested, all ok","Call Out,Labour","70.0000,80.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1299583R,Repair,,,Completed Successfully,HA211016634,,,pranay,30/05/2024 12:30:00 PM,13/06/2024 1:50:30 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Sankalp Indian Restaurant, 386 Wanneroo Road,Westminster,WA,6061,"Attended site but closed, tried calling site contact but no answer, will need to return during opening hours.
Returned to site and replaced faulty controller, turned fridge on to test operation and make sure unit cuts out at set point, it does. Job completed.","Call Out,Labour,Travel Time,Labour,CONTROLLER","90.0000,22.5000,0.0000,45.0000,0.0000",157.5000,15.75,173.2500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1299995R,Repair,b16067c9,,Completed Successfully,SK45211010808,,,Elsa Li ,31/05/2024 10:31:30 AM,15/06/2024 10:29:00 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ReFlex 1 Solid Door Underbench Fridge,Outlet,,,Gabriel Coffee, 60 gibbes street,chatswood,NSW,2067,"Attended site to look at one door under bench coil that kept icing up and temperature was inconsistent. Found probe to be off by about 6c and controller intermittently faulting, will need to replace probe and controller.
Returned to site with new controller and probe replaced both set all parameters and tested fridge now reading correct time and coming down as it should.","Labour,controller,CONTROLLER,PROBE,sundries,Call Out,Labour","127.5000,0.0000,0.0000,10.0000,75.0000,85.0000",297.5000,29.75,327.2500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1300078R,Repair,25a52ca6,,Completed Successfully,5190883062801097,,,Daniel Hughes ,31/05/2024 12:43:28 PM,15/06/2024 10:41:00 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ReFlex 2 Solid Door Underbench Fridge,Outlet,,,Three blind mice, 904 Botany Road,Mascot,NSW,2020,"Attended site to look at 6 drawer fridge not reaching temp. Found that controller is faulty, not sending power to compressor. Reset controller and seems to have resolved issue but due to it intermittently faulting recommend replace controller.
Return to site with new controller installed and tested fridge now working as it should set up all parameters.","Call Out,Labour,Labour,CONTROLLER,sundries","75.0000,85.0000,127.5000,0.0000,10.0000",297.5000,29.75,327.2500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1300592R,Repair,,,Completed Successfully,HA191217881,,,Jon,2/06/2024 10:31:00 AM,26/06/2024 1:50:18 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DOOR,Warehouse,f2cd59ed-998a-4009-8c73-349acdc0e103,,PFM WAREHOUSE - SA - BEVERLEY,113 Ledger Road,Beverley,SA,5009,"Uploaded parameters to controller and left on test. Had ALR alarm on controller last week. In SSC field app ambient sensor show hazard triangle. Tried sensor from another cabinet and hazard triangle still comes up
Waiting on Warren or Luke from Skope to return call
Replaced control and set up parameters and ownership on. Check settings and all ok","Labour,controller,Labour,ELZ11749","85.0000,0.0000,85.0000,0.0000",170.0000,17.00,187.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1300599R,Repair,67d072cc,,Completed Successfully,2305000755768,,,accounts@nicolspaddock.com.au,2/06/2024 12:31:59 PM,3/06/2024 4:51:32 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ITV-GALANG30 A-R290,Outlet,,,Nicol's Paddock, 35 Waurn Ponds Drive,Waurn Ponds,VIC,3216,Start up system after cleaning condenser -found system erratic dropped ice on first run and iced up evaporator on second run called up Warren at Skope services replaced evaporator probe replaced evap probe system runs perfectly now,"Call Out,Labour,Condenser clean,Evaporator probe","80.0000,127.5000,15.0000,25.0000",247.5000,24.75,272.2500
